Year,Season,Date,ID2,Latitude,Longitude,TopDepth,BottomDepth,BulkDensity,GravimetricWaterContent,VolumetricWaterContent,Nitrate,Ammonia,Notes
1999,Fall,1999-09-22,19,46.778826619173316,-117.08846626321173,3,4,1.641626979181818,0.17033696174621582,0.27962975195444917,0.0,,
1999,Fall,1999-09-22,19,46.778826619173316,-117.08846626321173,4,5,1.6312658415783965,0.1891832798719406,0.3086082222528625,0.6445096792721425,,
1999,Fall,1999-09-22,21,46.778841999931366,-117.08764599999685,0,1,1.331843661571403,0.09825223684310913,0.13085661887470718,2.8473729384038844,,
1999,Fall,1999-09-22,21,46.778841999931366,-117.08764599999685,1,2,1.2820115637654226,0.12221531569957733,0.15668144799609993,0.24447127844477454,,
1999,Fall,1999-09-22,21,46.778841999931366,-117.08764599999685,2,3,1.2661046489054082,0.155721977353096,0.19716031946349755,0.4437073130718592,,
1999,Fall,1999-09-22,21,46.778841999931366,-117.08764599999685,3,4,1.3132812939193732,0.1939089596271515,0.254657009401705,0.0,,
1999,Fall,1999-09-22,21,46.778841999931366,-117.08764599999685,4,5,1.4341243946410558,0.2000359296798706,0.28687640655860525,0.4446389515766744,,
1999,Fall,1999-09-22,23,46.77900277872107,-117.08683096836631,0,1,1.4303801223454298,0.08968312293291092,0.12828095635309733,6.286307343113319,,
1999,Fall,1999-09-22,23,46.77900277872107,-117.08683096836631,1,2,1.4913785623705325,0.11581636220216752,0.1727260397600535,0.2891155380857437,,
1999,Fall,1999-09-22,23,46.77900277872107,-117.08683096836631,2,3,1.5516716767409968,0.11713622510433196,0.18175696281474962,0.0,,
1999,Fall,1999-09-22,23,46.77900277872107,-117.08683096836631,3,4,1.5942758468771745,0.12068221718072893,0.1924007439988217,0.0,,
1999,Fall,1999-09-22,23,46.77900277872107,-117.08683096836631,4,5,1.636133177170816,0.15431571006774902,0.2524810530005167,0.0,,
1999,Fall,1999-09-22,25,46.779046999935034,-117.08597400000059,0,1,1.3399500926912695,0.09969960898160933,0.13359250029619074,4.9834444981812664,,
1999,Fall,1999-09-22,25,46.779046999935034,-117.08597400000059,1,2,1.4298589402588604,0.09713716059923172,0.13889243751417218,0.3888549100799765,,
1999,Fall,1999-09-22,25,46.779046999935034,-117.08597400000059,2,3,1.579768052376192,0.08973795920610428,0.14176516103924153,0.3887518354517997,,
1999,Fall,1999-09-22,25,46.779046999935034,-117.08597400000059,3,4,1.6177578304234337,0.10835243016481401,0.17528799234453613,0.0,,
1999,Fall,1999-09-22,25,46.779046999935034,-117.08597400000059,4,5,1.6480289018145635,0.14791476726531982,0.24376781145842177,0.0,,
1999,Fall,1999-09-22,27,46.77906281906667,-117.08511703761204,0,1,1.2751563439355404,0.10271362960338593,0.1309759363974029,3.3833527092087383,,
1999,Fall,1999-09-22,27,46.77906281906667,-117.08511703761204,1,2,1.381736437681416,0.09946426004171373,0.13743339234665555,0.5881086918573519,,
1999,Fall,1999-09-22,27,46.77906281906667,-117.08511703761204,2,3,1.3469012240732254,0.10789070278406143,0.14531811964597288,0.2888834589386476,,
1999,Fall,1999-09-22,27,46.77906281906667,-117.08511703761204,3,4,1.3038051244823734,0.14032584428787231,0.1829575548798435,0.08893210608252927,,
1999,Fall,1999-09-22,27,46.77906281906667,-117.08511703761204,4,5,1.2841881592336135,0.19873785972595212,0.25521680625149856,0.9881332720658522,,
1999,Fall,1999-09-22,29,46.7790069999304,-117.08430200000471,0,1,1.3299596657137336,0.1009284257888794,0.13423073542319142,2.089175039927493,,
1999,Fall,1999-09-22,29,46.7790069999304,-117.08430200000471,1,2,1.416771906483704,0.10097898542881012,0.14306418970076548,0.0,,
1999,Fall,1999-09-22,29,46.7790069999304,-117.08430200000471,2,3,1.4024364725166782,0.1317508965730667,0.1847722626408414,0.8880197153809319,,
1999,Fall,1999-09-22,29,46.7790069999304,-117.08430200000471,3,4,1.4485873515042642,0.16126425564289093,0.23360536097404197,0.2889618768669149,,
1999,Fall,1999-09-22,29,46.7790069999304,-117.08430200000471,4,5,1.490133839809204,0.16062670946121216,0.2393552953453535,0.0,,
1999,Fall,1999-09-22,31,46.77902299993373,-117.08346599999622,0,1,1.3474026780994557,0.0949203222990036,0.12789589647174093,20.614989187971684,,
1999,Fall,1999-09-22,31,46.77902299993373,-117.08346599999622,1,2,1.4044198589971708,0.11563259363174437,0.16239671084377158,1.289662374955398,,
1999,Fall,1999-09-22,31,46.77902299993373,-117.08346599999622,2,3,1.4945166904096974,0.12991072237491608,0.1941537428524926,1.5899629812225984,,
1999,Fall,1999-09-22,31,46.77902299993373,-117.08346599999622,3,4,1.6366234719059405,0.14490298926830292,0.23715163338583917,0.99034917794781,,
1999,Fall,1999-09-22,31,46.77902299993373,-117.08346599999622,4,5,1.6256579585127275,0.14728425443172455,0.23943382038054647,0.7891801576342771,,
1999,Fall,1999-09-22,33,46.779012999936114,-117.08263000000014,0,1,1.3283755790074852,0.08365395665168762,0.1111238731034526,2.0890081854231584,,
1999,Fall,1999-09-22,33,46.779012999936114,-117.08263000000014,1,2,1.3423358571774326,0.10402451455593108,0.13963583591390205,0.7872414546161374,,
1999,Fall,1999-09-22,33,46.779012999936114,-117.08263000000014,2,3,1.4046557265396036,0.13399502635002136,0.1882168810903826,0.2878450117649043,,
1999,Fall,1999-09-22,33,46.779012999936114,-117.08263000000014,3,4,1.4936566508032068,0.16604112088680267,0.24800842451939206,0.6884873150473775,,
1999,Fall,1999-09-22,33,46.779012999936114,-117.08263000000014,4,5,1.5063244090910826,0.16783484816551208,0.25281372848780653,1.5871975022918272,,
1999,Fall,1999-09-22,35,46.77885199993585,-117.08179400000536,0,1,1.4251656960870651,0.12812285125255585,0.18259629249000825,4.183034913826764,,
1999,Fall,1999-09-22,35,46.77885199993585,-117.08179400000536,1,2,1.4215017412141413,0.2319033443927765,0.32965100784771445,2.389628145739724,,
1999,Fall,1999-09-22,35,46.77885199993585,-117.08179400000536,2,3,1.6723513461047856,0.19575582444667816,0.3273725165212543,1.287118029497189,,
1999,Fall,1999-09-22,35,46.77885199993585,-117.08179400000536,3,4,1.606815552130692,0.26137009263038635,0.41997352970034435,0.4872155138044386,,
1999,Fall,1999-09-22,35,46.77885199993585,-117.08179400000536,4,5,1.6062928222093158,0.2305866777896881,0.3703897254306683,0.18744648239884545,,
1999,Fall,1999-09-22,37,46.7789929999345,-117.08095799999668,0,1,1.4009780953909718,0.15731622278690338,0.22039658217409772,7.286363215952537,,
1999,Fall,1999-09-22,37,46.7789929999345,-117.08095799999668,1,2,1.4044851095307034,0.2245629131793976,0.31539526771330006,1.7884681700998315,,
1999,Fall,1999-09-22,37,46.7789929999345,-117.08095799999668,2,3,1.5448337804698506,0.257902592420578,0.3984166368420566,1.1867863448747682,,
1999,Fall,1999-09-22,37,46.7789929999345,-117.08095799999668,3,4,1.6611729191987743,0.2278082072734833,0.3784288246939317,0.7877638426847221,,
1999,Fall,1999-09-22,37,46.7789929999345,-117.08095799999668,4,5,1.6995993402269518,0.2470082938671112,0.4198151332871272,0.8865468004461284,,
1999,Fall,1999-09-22,39,46.77911199993586,-117.08012199999722,0,1,1.5319200351385218,0.15517160296440125,0.23771048746572632,7.095710407933936,,
1999,Fall,1999-09-22,39,46.77911199993586,-117.08012199999722,1,2,1.5309462749562008,0.25362563133239746,0.3882872155217486,1.9848652604143813,,
1999,Fall,1999-09-22,39,46.77911199993586,-117.08012199999722,2,3,1.601352219831982,0.2641357779502869,0.42297441435773947,1.9851660379730156,,
1999,Fall,1999-09-22,39,46.77911199993586,-117.08012199999722,3,4,1.6562597588670591,0.22103251516819,0.366087260274246,3.789373626524726,,
1999,Fall,1999-09-22,39,46.77911199993586,-117.08012199999722,4,5,1.7131785615578217,0.2097323089838028,0.3593088954170719,10.68451917860876,,
1999,Fall,1999-09-22,41,46.77904699992864,-117.0792860000058,0,1,1.1976838121778466,0.12198085337877275,0.1460944934873955,2.8870881178630285,,
1999,Fall,1999-09-22,41,46.77904699992864,-117.0792860000058,1,2,1.1869861879765518,0.11915493756532668,0.14143526511925114,0.9880611780223124,,
1999,Fall,1999-09-22,41,46.77904699992864,-117.0792860000058,2,3,1.4645065910863793,0.10155123472213744,0.14872245258353026,0.08756638272876252,,
1999,Fall,1999-09-22,41,46.77904699992864,-117.0792860000058,3,4,1.5504701658875373,0.13066692650318146,0.2025951712114024,0.0,,
1999,Fall,1999-09-22,41,46.77904699992864,-117.0792860000058,4,5,1.5753005965983826,0.1539953351020813,0.24258894325967653,0.0,,
1999,Fall,1999-09-22,43,46.77915299992836,-117.08831800000448,0,1,1.4203069232856238,0.08755616098642349,0.12435662162532791,1.9270238587050763,,
1999,Fall,1999-09-22,43,46.77915299992836,-117.08831800000448,1,2,1.4583838892206271,0.09239186346530914,0.1347428051728787,1.4231824991497597,,
1999,Fall,1999-09-22,43,46.77915299992836,-117.08831800000448,2,3,1.4290232264178742,0.10777734220027924,0.15401632528578635,0.7249018603547991,,
1999,Fall,1999-09-22,43,46.77915299992836,-117.08831800000448,3,4,1.5314352209292028,0.1196998730301857,0.18331260149917997,0.12513801471910593,,
1999,Fall,1999-09-22,43,46.77915299992836,-117.08831800000448,4,5,1.6323022488772945,0.13064907491207126,0.21325877879271202,0.3254532183334622,,
1999,Fall,1999-09-22,45,46.779288328247844,-117.08746351328648,0,1,1.285870397401832,0.09113775193691254,0.1171913373014273,11.036655243447,,
1999,Fall,1999-09-22,45,46.779288328247844,-117.08746351328648,1,2,1.3098816647220348,0.10728896409273148,0.14053584689208973,0.5246744022212506,,
1999,Fall,1999-09-22,45,46.779288328247844,-117.08746351328648,2,3,1.3283406911636415,0.1073659136891365,0.14261851199724346,0.0,,
1999,Fall,1999-09-22,45,46.779288328247844,-117.08746351328648,3,4,1.4100175087398839,0.1700352281332016,0.23975264877039473,0.5242527854417335,,
1999,Fall,1999-09-22,45,46.779288328247844,-117.08746351328648,4,5,1.462352298113721,0.1880449503660202,0.2749879653164302,0.9241116528753724,,
1999,Fall,1999-09-22,47,46.77936299993458,-117.08664599999607,0,1,1.4031569379311906,0.09536385536193848,0.13381045527897054,2.8298416058944484,,
1999,Fall,1999-09-22,47,46.77936299993458,-117.08664599999607,1,2,1.3924365418335856,0.0915738046169281,0.12751071182333978,0.32548657898445643,,
1999,Fall,1999-09-22,47,46.77936299993458,-117.08664599999607,2,3,1.3843473850955967,0.09917173534631728,0.1372881325020669,0.0,,
1999,Fall,1999-09-22,47,46.77936299993458,-117.08664599999607,3,4,1.3556450117928127,0.13684915006160736,0.1855188676491041,0.4252266076865628,,
1999,Fall,1999-09-22,47,46.77936299993458,-117.08664599999607,4,5,1.3744747168368154,0.18309324979782104,0.2516570426705924,2.7275748349043125,,
1999,Fall,1999-09-22,49,46.77923799992988,-117.08581000000255,0,1,1.2530429912271437,0.09938715398311616,0.12453637671655661,29.383694408683947,,
1999,Fall,1999-09-22,49,46.77923799992988,-117.08581000000255,1,2,1.184771632260782,0.1086273342370987,0.12869858409222495,2.626860063928436,,
1999,Fall,1999-09-22,49,46.77923799992988,-117.08581000000255,2,3,1.3465280200667946,0.08976754546165466,0.12087451525673783,0.22492677664601235,,
1999,Fall,1999-09-22,49,46.77923799992988,-117.08581000000255,3,4,1.5580819306398894,0.11042484641075134,0.17205095788627672,0.0,,
1999,Fall,1999-09-22,49,46.77923799992988,-117.08581000000255,4,5,1.5721355600912252,0.1467682123184204,0.23073952567680772,0.22497140038445612,,
1999,Fall,1999-09-22,51,46.77919681125739,-117.08496351312738,0,1,1.279809294781684,0.09400500357151033,0.12030847732680432,4.626605086128211,,
1999,Fall,1999-09-22,51,46.77919681125739,-117.08496351312738,1,2,1.3731129198929588,0.09742443263530733,0.13377474716478172,0.3250642451900343,,
1999,Fall,1999-09-22,51,46.77919681125739,-117.08496351312738,2,3,1.3947823478625618,0.09676148742437364,0.13496121461244162,0.0,,
1999,Fall,1999-09-22,51,46.77919681125739,-117.08496351312738,3,4,1.4586442072309105,0.101799339056015,0.14848901621399166,0.0,,
1999,Fall,1999-09-22,51,46.77919681125739,-117.08496351312738,4,5,1.471063797935051,0.15489988029003146,0.22786760619913843,0.3252922994870305,,
1999,Fall,1999-09-22,53,46.779245999934034,-117.08413800000388,0,1,1.2064800763803905,0.09275434911251068,0.1119062742018753,8.292440180555124,,
1999,Fall,1999-09-22,53,46.779245999934034,-117.08413800000388,1,2,1.2406655634712913,0.09368905425071716,0.11623678328305839,0.7000205204599849,,
1999,Fall,1999-09-22,53,46.779245999934034,-117.08413800000388,2,3,1.4148312514308217,0.07745271176099777,0.1095825171075232,0.0,,
1999,Fall,1999-09-22,53,46.779245999934034,-117.08413800000388,3,4,1.5436953530178732,0.1104586496949196,0.1705145042346765,0.0,,
1999,Fall,1999-09-22,53,46.779245999934034,-117.08413800000388,4,5,1.5822252037544304,0.15905074775218964,0.25165410176950276,0.0,,
1999,Fall,1999-09-22,55,46.77922999993481,-117.08330200000204,0,1,1.2945453704621317,0.096003957092762,0.12428147820048017,10.087613480535527,,
1999,Fall,1999-09-22,55,46.77922999993481,-117.08330200000204,1,2,1.3196842621782765,0.09705843776464462,0.1280864928296112,0.4999153860385748,,
1999,Fall,1999-09-22,55,46.77922999993481,-117.08330200000204,2,3,1.3264134130225045,0.09359349310398102,0.1241436646247497,0.0,,
1999,Fall,1999-09-22,55,46.77922999993481,-117.08330200000204,3,4,1.3430206540959224,0.10159087181091307,0.13643863910966747,0.0,,
1999,Fall,1999-09-22,55,46.77922999993481,-117.08330200000204,4,5,1.2804356639768508,0.1516648381948471,0.1941970677959607,0.0,,
1999,Fall,1999-09-22,57,46.779335999935,-117.08246600000088,0,1,1.3506714210860649,0.09102249145507812,0.12294147788442457,9.308749954924833,,
1999,Fall,1999-09-22,57,46.779335999935,-117.08246600000088,1,2,1.396253055093857,0.0952126607298851,0.13294096842771697,0.7010932277827815,,
1999,Fall,1999-09-22,57,46.779335999935,-117.08246600000088,2,3,1.384028329514718,0.09991764277219772,0.13828884821505316,0.2997378968888824,,
1999,Fall,1999-09-22,57,46.779335999935,-117.08246600000088,3,4,1.3347803396488078,0.16814309358596802,0.22443409556627966,0.5000498549219928,,
1999,Fall,1999-09-22,57,46.779335999935,-117.08246600000088,4,5,1.3142400162119157,0.20787584781646729,0.27319875760437967,0.8009650541144382,,
1999,Fall,1999-09-22,59,46.779252441744326,-117.08160014682795,0,1,1.184329515187352,0.08804648369550705,0.10427604934905096,3.1047981821478303,,
1999,Fall,1999-09-22,59,46.779252441744326,-117.08160014682795,1,2,1.2299314452154222,0.10030131787061693,0.12336374484561934,0.4997548610155457,,
1999,Fall,1999-09-22,59,46.779252441744326,-117.08160014682795,2,3,1.5079762995670547,0.12380584329366685,0.1866962774347624,0.0,,
1999,Fall,1999-09-22,59,46.779252441744326,-117.08160014682795,3,4,1.5633768287153682,0.12729373574256894,0.19900807690054956,0.0,,
1999,Fall,1999-09-22,59,46.779252441744326,-117.08160014682795,4,5,1.5857796431139146,0.15984836220741272,0.2534842787736147,0.09989071388592374,,
1999,Fall,1999-09-22,61,46.77913499993167,-117.08079400000366,0,1,1.3187672423537242,0.1851670891046524,0.24419229147320878,12.095345217546571,,
1999,Fall,1999-09-22,61,46.77913499993167,-117.08079400000366,1,2,1.309537033466621,0.2736447751522064,0.35834796707646094,3.9042860564533663,,
1999,Fall,1999-09-22,61,46.77913499993167,-117.08079400000366,2,3,1.5096304415902393,0.2376666516065597,0.3587888122160843,2.8995488187893623,,
1999,Fall,1999-09-22,61,46.77913499993167,-117.08079400000366,3,4,1.664884258062327,0.21842576563358307,0.36365361875856367,1.0012845023593788,,
1999,Fall,1999-09-22,61,46.77913499993167,-117.08079400000366,4,5,1.691926767595489,0.220688134431839,0.3733881619359401,0.6001106474682094,,
1999,Fall,1999-09-22,63,46.779368999936025,-117.079957999996,0,1,1.2808267271018934,0.0921163335442543,0.1179850620061136,5.553864164654362,,
1999,Fall,1999-09-22,63,46.779368999936025,-117.079957999996,1,2,1.1726006805822644,0.10120846331119536,0.11867711295939282,0.7628173614840775,,
1999,Fall,1999-09-22,63,46.779368999936025,-117.079957999996,2,3,1.21192338724424,0.08275996893644333,0.10029874188168249,0.062488416339528265,,
1999,Fall,1999-09-22,63,46.779368999936025,-117.079957999996,3,4,1.432888311243592,0.10419563949108124,0.1493007139093215,0.0,,
1999,Fall,1999-09-22,63,46.779368999936025,-117.079957999996,4,5,1.6758456319604047,0.15762588381767273,0.2641566488797451,0.5625778277872595,,
1999,Fall,1999-09-22,65,46.77925399993134,-117.07912199999382,0,1,1.2859501907389443,0.11154670268297197,0.14344350359146812,7.763084020530528,,
1999,Fall,1999-09-22,65,46.77925399993134,-117.07912199999382,1,2,1.217014279783846,0.11654924601316452,0.14184209669606168,0.9639471999276082,,
1999,Fall,1999-09-22,65,46.77925399993134,-117.07912199999382,2,3,1.5364418149060513,0.07927950471639633,0.12180834611131283,0.0,,
1999,Fall,1999-09-22,65,46.77925399993134,-117.07912199999382,3,4,1.6663153051158808,0.12752705812454224,0.21250028876932725,0.0,,
1999,Fall,1999-09-22,65,46.77925399993134,-117.07912199999382,4,5,1.6818703231200702,0.16654948890209198,0.280114642715244,0.26213223575153405,,
1999,Fall,1999-09-22,67,46.779270999928244,-117.07828600000069,0,1,1.3030507193575276,0.104630209505558,0.13633846976274616,3.6635073429276033,,
1999,Fall,1999-09-22,67,46.779270999928244,-117.07828600000069,1,2,1.2539006334975673,0.10829343646764757,0.13578920859041185,0.5627121251523207,,
1999,Fall,1999-09-22,67,46.779270999928244,-117.07828600000069,2,3,1.5655007468302418,0.07723022997379303,0.12090398270184431,0.0,,
1999,Fall,1999-09-22,67,46.779270999928244,-117.07828600000069,3,4,1.6302490888369845,0.1369132697582245,0.22320273327303775,0.0,,
1999,Fall,1999-09-22,67,46.779270999928244,-117.07828600000069,4,5,1.6824554547021409,0.15999335050582886,0.2691816852746033,0.0,,
1999,Fall,1999-09-22,69,46.779413999934256,-117.08781300000162,0,1,1.4754862605544,0.09404830634593964,0.1387669838418451,7.8655710807507715,,
1999,Fall,1999-09-22,69,46.779413999934256,-117.08781300000162,1,2,1.423715126335901,0.11475493013858795,0.16337832985992723,0.5623500785197636,,
1999,Fall,1999-09-22,69,46.779413999934256,-117.08781300000162,2,3,1.5504160849762805,0.09522335976362227,0.14763582864300312,0.0,,
1999,Fall,1999-09-22,69,46.779413999934256,-117.08781300000162,3,4,1.6751852011449002,0.19366408884525302,0.324423215626779,0.0,,
1999,Fall,1999-09-22,69,46.779413999934256,-117.08781300000162,4,5,1.697678407693869,0.1993854939937592,0.3384924479605806,0.0,,
1999,Fall,1999-09-22,71,46.77956399992798,-117.08697699999722,0,1,1.4662664082994443,0.07989579439163208,0.11714851948084926,9.767779870686967,,
1999,Fall,1999-09-22,71,46.77956399992798,-117.08697699999722,1,2,1.4373985025148914,0.10287349671125412,0.14787021012122728,0.5616704830161297,,
1999,Fall,1999-09-22,71,46.77956399992798,-117.08697699999722,2,3,1.3943861700492262,0.14656074345111847,0.20436227374037227,1.2620882813080725,,
1999,Fall,1999-09-22,71,46.77956399992798,-117.08697699999722,3,4,1.3258429599744952,0.1897176653146744,0.25153583094025855,0.26265410087912505,,
1999,Fall,1999-09-22,71,46.77956399992798,-117.08697699999722,4,5,1.3158001119842626,0.24359433352947235,0.32052145133681154,1.0613983878651898,,
1999,Fall,1999-09-22,73,46.77963696740592,-117.08617245559854,0,1,1.2181590880979478,0.1057152822613716,0.1287780318375296,7.823092388868154,,
1999,Fall,1999-09-22,73,46.77963696740592,-117.08617245559854,1,2,1.3352310750983607,0.10432018339633943,0.13929155063075246,0.7124759416068775,,
1999,Fall,1999-09-22,73,46.77963696740592,-117.08617245559854,2,3,1.3586692867184338,0.10705667734146118,0.14545461944196858,0.2123192144707176,,
1999,Fall,1999-09-22,73,46.77963696740592,-117.08617245559854,3,4,1.3299297434437674,0.12839505076408386,0.17075639692212755,0.6120093083720236,,
1999,Fall,1999-09-22,73,46.77963696740592,-117.08617245559854,4,5,1.39425196,0.1996509432792664,0.278363718982966,1.4126018246370988,,
1999,Fall,1999-09-22,75,46.77964199992856,-117.0853049999993,0,1,1.1849344844566891,0.10040953755378723,0.11897872361583144,9.808750240220656,,
1999,Fall,1999-09-22,75,46.77964199992856,-117.0853049999993,1,2,1.1683213552723135,0.10534724593162537,0.12307943714104226,0.5130070283494832,,
1999,Fall,1999-09-22,75,46.77964199992856,-117.0853049999993,2,3,1.4475405359981348,0.10549389570951463,0.15270669033988216,0.0,,
1999,Fall,1999-09-22,75,46.77964199992856,-117.0853049999993,3,4,1.5693609601064105,0.13252243399620056,0.20797553425191573,0.0,,
1999,Fall,1999-09-22,75,46.77964199992856,-117.0853049999993,4,5,1.5520955172488813,0.16134139895439148,0.25041726206377435,0.0,,
1999,Fall,1999-09-22,77,46.77957899993358,-117.0844690000058,0,1,1.1385201422637763,0.111522875726223,0.12697104033748485,5.112764170541156,,
1999,Fall,1999-09-22,77,46.77957899993358,-117.0844690000058,1,2,1.171829831340096,0.09810511767864227,0.11496250350296365,0.7131270761133222,,
1999,Fall,1999-09-22,77,46.77957899993358,-117.0844690000058,2,3,1.3999537020529775,0.07936172187328339,0.11110273633780184,0.0,,
